,date,content
98,2022. 7. 1. 00:00," LG그룹, 고용노동부와 함께 청년 AI 인재 양성 LG와 고용노동부 관계자들이 지난달 30일 서울 마곡 LG사이언스파크에서 진행한 청년 고용 응원 멤버십 가입 행사에서 기념사진을 촬영하고 있다. /LG그룹 제공 이재용 삼성전자 부회장과 구광모 LG그룹 회장 등 그룹 총수들이 '기술 인재' 확보에 대한 중요성을 강조한 가운데, 주요 기업들이 실전형 기술 인재를 직접 육성하기 위한 프로그램을 잇달아 만드는 등 '청년 인재 양성소' 역할을 톡톡히 하고 있다. 1일 재계에 따르면 LG그룹은 청년 인공지능(AI) 인재 양성을 위해 고용노동부와 손을 잡았다. 청년 AI 인재 양성 프로그램인 'LG 에이머스'를 '청년 고용 응원 멤버십' 프로그램으로 인증하는 절차를 마무리한 것이다. LG그룹은 최근 AI 분야 교육 경험과 노하우를 바탕으로 연간 4000명 이상의 청년 AI 인재를 양성하기 위해 'LG 에이머스'를 운영한다고 발표했다. 'LG 에이머스'는 학력이나 전공에 상관없이 AI 기초 지식과 코딩 역량을 갖추고 있는 만 19세에서 29세의 청년이라면 누구나 지원할 수 있는 AI 전문가 양성 과정이다. 청년들은 거주하고 있는 지역과 관계없이 원하는 곳에서 온라인을 통해 2개월간 역량을 향상시킬 수 있다. 청년들은 'LG 에이머스'를 통해 국내 최고 AI 전문가 6인의 핵심 이론 강의를 무료로 수강할 수 있으며, 이론 기반의 지식 습득을 넘어 LG의 산업 현장 데이터를 직접 다루면서 문제를 해결하는 실무 경험을 쌓을 수 있는 'LG AI 해커톤' 참가도 가능하다. 고용노동부는 'LG 에이머스'의 '청년 고용 응원 멤버십' 가입을 인증하면서 향후 'LG 에이머스' 참여자 모집을 위한 홍보 지원, 'LG AI 해커톤' 우승자에 대한 장관상 수여 등 LG와 청년 AI 인재 양성을 위해 다방면에서 협력을 이어 나가기로 했다. 이명관 LG인화원장은 ""미래 주인공인 청년들의 디지털 역량 향상과 고용 창출의 기회가 절실한 최근의 상황에서 LG는 정부의 청년 인재 육성 방향에 깊이 공감하며 적극적인 지원을 아끼지 않을 것""이라며 ""'LG 에이머스'를 통해 AI 전문가를 꿈꾸는 많은 대학생이 AI 실전 역량을 쌓도록 돕고, 취업 경쟁력을 높여 AI 업계의 생태계 확장에도 기여할 수 있을 것으로 기대한다""고 말했다. 구광모 LG그룹 회장은 최근 서울 마곡 LG사이언스파크 LG화학 R&D 연구소를 방문해 ""훌륭한 기술 인재들이 많이 모일 수 있도록, 기존 관행에서 벗어나 채용 경쟁력을 높이기 위한 방안을 고민해달라""고 당부했다. /LG그룹 제공 현재 LG그룹 외에도 다수 기업이 기술 인재를 육성하기 위한 프로그램을 하나둘 내놓고 있다. 구인난 속 자구책으로 직접 기술 인재를 확보하는 동시에 국가적 주요 과제인 일자리 창출에 기여하기 위함이다. '삼성청년SW아카데미(SSAFY)'가 대표적인 프로그램이다. 이재용 부회장이 큰 관심을 쏟고 있는 삼성의 교육 사회공헌 프로그램인 'SSAFY'는 지난 2018년 발표한 '경제 활성화와 일자리 창출 방안'의 일환으로, 국내 IT 생태계 저변을 확대하고 청년 취업 경쟁력을 높이기 위해 실시되고 있다. 삼성은 고용노동부와 함께 교육생 선발·교육 운영·취업 지원 등 전 분야에서 긴밀히 협력해 취업을 준비하는 청년들을 돕고 있다. 2018년 12월부터 시작한 'SSAFY'는 6기까지 3678명이 수료했고, 이 가운데 2770명이 취업해 75%의 취업률을 나타내고 있다. 취업에 성공한 수료생 중 35%인 965명은 소프트웨어 비전공자로 'SSAFY'를 통해 새로운 진로를 찾았다. 수료생들은 삼성전자를 비롯해 카카오, 네이버, LG유플러스, 롯데정보통신, 신세계 I&C, 현대오토에버, 현대모비스, KB국민은행, 신한은행, NH농협은행 등 IT·금융권의 다양한 기업에 취업했다. 이재용 삼성전자 부회장은 지난달 18일 유럽 출장을 마치고 귀국하면서 '기술 인재' 확보에 대한 중요성을 강조했다. SK하이닉스는 반도체 인재 육성에 힘쓰고 있다. 반도체 인재 육성 프로그램 '청년 하이파이브(Hy-Five)'와 '청년 하이포(Hy-Po)'를 운영 중이다. '청년 하이파이브'는 SK하이닉스가 인재 채용이 필요한 우수 협력사와 취업준비생을 연결하는 채용 지원 프로그램으로, 6기까지 인턴십 수료자의 70% 이상이 정규직으로 전환됐다. '청년 하이포'는 올해 처음 신설된 프로그램으로, 대학생을 대상으로 반도체 직무를 경험해볼 기회를 제공한다. POSCO는 '청년 AI·빅데이터 아카데미'를 운영하고 있다. 최근 인력 수요가 급증하고 있는 AI, 빅데이터 분야의 전문 역량 교육을 통해 청년들이 차별화된 취업 경쟁력을 키울 수 있도록 돕는 프로그램이다. 대학들과 손을 잡고 인재 육성에 나서는 기업들도 늘어나고 있다. 현대자동차는 최근 고려대와 채용조건형 학·석사 통합 과정인 '스마트 모빌리티학부'를 설립했다. KT는 포스텍에 AI 인재 양성을 위한 채용연계형 석사 과정을 개설했다. 한편 최근 주요 그룹 총수들은 '기술 인재' 확보에 대한 중요성을 지속 강조하고 있다. 이재용 부회장은 지난달 18일 유럽 출장을 마친 뒤 ""시장의 여러 가지 혼돈과 변화, 불확실성이 많은데 삼성이 할 일은 좋은 사람을 모셔오고 조직이 변화에 적응할 수 있도록 유연한 문화를 만드는 것""이라며 ""아무리 생각해봐도 첫 번째도 기술, 두 번째도 기술, 세 번째도 기술""이라고 말했다. 구광모 회장은 지난달 28일 서울 마곡 LG사이언스파크 LG화학 R&D 연구소를 방문해 ""훌륭한 기술 인재들이 많이 모일 수 있도록, 기존 관행에서 벗어나 채용 경쟁력을 높이기 위한 방안을 고민해달라""고 당부했다. rocky@f.co.kr 발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.▶카카오톡: '더팩트제보' 검색▶이메일: jebo@tf.co.kr▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write Copyright © 더팩트. 무단전재 및 재배포 금지. "
47,2022. 7. 1. 00:04," 삼성전자 화성캠퍼스. 이곳 S3라인에서부터 세계 최초로 GAA 기술을 적용한 3나노미터 파운드리 공정 반도체의 양산이 이뤄진다. 삼성전자가 30일 게이트올어라운드 파운드리(반도체 위탁생산) 공정 반도체 양산을 시작했다고 밝혔다. GAA기반 3나노 공정으로 반도체 제작에 나선 기업은 전 세계 파운드리 업체 중 삼성전자가 최초다. 삼성전자는 3나노 공정의 고성능 컴퓨팅(HPC)용 시스템 반도체를 최초로 생산한 데 이어 모바일 SoC(시스템온칩)으로 적용을 확대해 나갈 예정이다. 삼성전자가 3나노 공정 반도체 양산에 성공할 수 있었던 건 반도체 트랜지스터에서 전류가 흐르는 채널 4개 면을 게이트가 둘러싸는 형태인 차세대 GAA 기술을 세계 최초로 적용했기 때문이다. GAA구조는 게이트의 위·양옆의 3개 면을 감싸는 기존의 핀펫(FinFET) 구조와 비교해 위·양옆·아래의 4개 면을 감싼다. 이런 구조로 트랜지스터 성능 저하를 극복하고 데이터 처리 속도와 전력 효율을 높인다. 여기에 삼성전자는 독자적인 기술을 추가했다. 채널을 얇고 넓은 모양의 나노시트(Nanosheet)형태로 만드는 MBCFET GAA구조다. 좁고 긴 모양의 채널을 만드는 일반적인 GAA구조보다 전류를 더 세밀하게 조절할 수 있어 고성능·저전력 반도체 설계를 할 수 있다는 장점이 있다. 삼성전자 관계자는 “3나노 GAA 1세대 공정은 기존 5나노 핀펫 공정과 비교해 전력은 45% 절감하고, 성능은 23% 향상됐으며 면적은 16% 축소됐다”고 설명했다. 삼성에 따르면 2023년 양산 예정인 GAA 2세대 공정은 전력 50% 절감, 성능 30% 향상, 면적 35% 축소된다. 삼성전자 최시영 파운드리사업부장(사장)은 “삼성전자는 파운드리 업계에서 핀펫이나 EUV 등 신기술을 선제적으로 도입하며 빠르게 성장했고 이번에도 MBCFET GAA 기술을 적용한 3나노 공정 파운드리 서비스를 세계 최초로 제공하게 됐다”며 “앞으로도 차별화된 기술을 적극적으로 개발하고 공정 성숙도를 빠르게 높이는 시스템을 구축해 나가겠다”고 말했다. 삼성은 이날 3나노 반도체 양산을 발표하며 ‘초도 물량’이라는 표현을 썼다. 아직은 신기술을 적용해 많은 양의 반도체를 생산하는 단계는 아니라는 뜻이다. 파운드리 산업은 누군가 반도체 위탁 생산을 맡겨야 한다. 삼성 입장에서는 고객을 확보해야 신기술이 적용된 제품을 폭넓게 공급할 수 있다. 삼성전자는 업계 최초 GAA기술 도입으로 다수의 고객사를 확보할 수 있는 동력을 마련한 것으로 보고 있다. 삼성전자에 따르면 지난해 이 회사의 파운드리 고객사는 100곳 이상으로 2017년 시스템LSI 사업부에서 파운드리사업부가 분리될 당시 30곳이었던 것과 비교해 3배 이상 늘었다. 삼성은 기술 경쟁력과 투자를 바탕으로 2026년까지 300곳 이상의 고객사를 확보하는 것을 목표로 하고 있다. 이를 위해 올해 하반기 평택 캠퍼스 3라인 가동을 앞두고 있고, 미국에는 텍사스주 테일러시 공장을 건설 중이다. 이수정 기자 lee.sujeong1@joongang.co.kr Copyright © 중앙일보. 무단전재 및 재배포 금지. "
179,2022. 7. 1. 00:04," 2022 KS-SQI 인증수여식 서울 소공동 롯데호텔에서 30일 열린 ‘2022 KS-SQI 인증수여식’에서 수상 기업 대표들이 기념촬영을 하고 있다. 첫 번째 줄 왼쪽부터 김범구 삼성증권 상무, 이호준 신한저축은행 부사장, 홍창영 11번가 담당, 이용환 SK쉴더스 사업총괄, 김원회 삼성생명 부사장, 박현주 신한은행 부행장, 이유재 서울대 교수, 강명수 한국표준협회 회장, 김종윤 중앙일보 편집국장, 정용래 대전유성구청장, 송봉섭 삼성전자서비스 대표이사, 홍승태 SK텔레콤 부사장, 우재원 GS SHOP 전무, 김동섭 SK브로드밴드 담당, 임종철 경기 화성시 부시장. Copyright © 중앙일보. 무단전재 및 재배포 금지. "
142,2022. 7. 1. 00:04," 2022 KS-SQI 인증수여식 서울 소공동 롯데호텔에서 30일 열린 ‘2022 KS-SQI 인증수여식’에서 수상 기업 대표들이 기념촬영을 하고 있다. 첫 번째 줄 왼쪽부터 김범구 삼성증권 상무, 이호준 신한저축은행 부사장, 홍창영 11번가 담당, 이용환 SK쉴더스 사업총괄, 김원회 삼성생명 부사장, 박현주 신한은행 부행장, 이유재 서울대 교수, 강명수 한국표준협회 회장, 김종윤 중앙일보 편집국장, 정용래 대전유성구청장, 송봉섭 삼성전자서비스 대표이사, 홍승태 SK텔레콤 부사장, 우재원 GS SHOP 전무, 김동섭 SK브로드밴드 담당, 임종철 경기 화성시 부시장. Copyright © 중앙일보. 무단전재 및 재배포 금지. "
189,2022. 7. 1. 00:06," 블랙앤데커 '6in1 스팀청소기'. 삼성 '비스포크 슈드레서'. 서울을 비롯해 수도권 전역에 큰 비가 내리면서 곳곳에서 사건사고가 끊이지 않고 있다. 비가 쏟아지는 수도권은 수도권대로, 비는 내리지 않고 꿉꿉함만 지속되는 마른 장마를 겪고 있는 중남부 지방은 중남부 지방대로 불쾌지수가 높아지는 시기다. 1일 가전업계에 따르면 본격적인 장마철이 다가오고 실내 생활이 길어지면서 세균과 곰팡이 증식 등을 미리 방지하고 위생 관리를 할 수 있는 살균 가전에 대한 니즈가 높아지고 있다. 특히 장마철에는 세균과 곰팡이가 증식하기 좋은 환경이 조성되기 때문에 이를 막기 위한 실내 관리가 필수적이다. 블랙앤데커의 '6in1 스팀청소기'는 장마철에 발생하기 쉬운 곰팡이와 세균으로부터 실내 공간을 깨끗하게 관리한다. 이 제품은 72도 이상의 고온 스팀으로 외부에서 유입된 습기로 인해 끈적이는 바닥과 생활 먼지들을 깔끔하게 살균 청소한다. 거실, 주방, 화장실 등 바닥 재질에 따라 스위치를 돌려 스팀의 세기를 조절하는 스마트 셀렉트 기능이 탑재돼 있어 목재, 타일, 대리석에 따라 스팀 세기를 조절해 맞닿는 소재의 손상을 최소화했다. 바닥뿐 아니라 손에 잡히는 물건들의 위생도 중요하다. 특히 아이가 있는 가정의 경우에는 더욱 주의를 요한다. 필립스 'UV-C 가정용 살균기'는 칫솔과 면도기부터 장난감, 젖병 등 가정에서 사용하는 모든 제품을 살균 건조해 안전하게 사용할 수 있도록 돕는다. 이 제품은 바이러스, 박테리아, 곰팡이균 등 유해균을 99.99% 비활성화시킨다. 효과적인 살균을 위해 반사율이 높은 슈퍼미러 스테인리스 재질을 사용했으며, 살균뿐만 아니라 건조 기능까지 갖추고 있어 물건 표면에 남아 있는 습기까지 제거가 가능하다. 장마철 가장 찝찝한 부분은 외출하고 나서 집에 도착했을 때의 신발 상태다. 빗물에 젖어 축축한 신발을 말려도 빠르게 마르지 않는다. 마르지 않은 상태로 다시 신발을 신게 되면, 피부 염증이나 무좀 등을 유발할 가능성이 있다. 삼성 '비스포크 슈드레서'는 이러한 걱정을 말끔히 날릴 수 있는 신개념 신발 관리기다. 비스포크 슈드레서엔 신발 안의 습기를 낮춰 주는 '저온 섬세 건조 히트펌프' 기술이 적용돼 있다. 또 국내 가전 최초로 '제논 UVC 램프'가 적용돼 각종 바이러스와 유해 세균을 효과적으로 제거해 준다. 이를 통해 신발 외부에 묻은 인플루엔자, 아데노, 헤르페스, 엔테로 등의 바이러스와 황색포도상구균, 대장균, 폐렴간균 등 유해 세균을 99.9% 제거할 수 있다. 또한, 드레스룸뿐만 아니라 거실, 현관 등 집안 어디에 두어도 조화로운 인테리어를 연출할 수 있는 것이 특징이다.전혜인기자 hye@dt.co.kr Copyright © 디지털타임스. 무단전재 및 재배포 금지. "
152,2022. 7. 1. 00:06," 블랙앤데커 '6in1 스팀청소기'. 삼성 '비스포크 슈드레서'. 서울을 비롯해 수도권 전역에 큰 비가 내리면서 곳곳에서 사건사고가 끊이지 않고 있다. 비가 쏟아지는 수도권은 수도권대로, 비는 내리지 않고 꿉꿉함만 지속되는 마른 장마를 겪고 있는 중남부 지방은 중남부 지방대로 불쾌지수가 높아지는 시기다. 1일 가전업계에 따르면 본격적인 장마철이 다가오고 실내 생활이 길어지면서 세균과 곰팡이 증식 등을 미리 방지하고 위생 관리를 할 수 있는 살균 가전에 대한 니즈가 높아지고 있다. 특히 장마철에는 세균과 곰팡이가 증식하기 좋은 환경이 조성되기 때문에 이를 막기 위한 실내 관리가 필수적이다. 블랙앤데커의 '6in1 스팀청소기'는 장마철에 발생하기 쉬운 곰팡이와 세균으로부터 실내 공간을 깨끗하게 관리한다. 이 제품은 72도 이상의 고온 스팀으로 외부에서 유입된 습기로 인해 끈적이는 바닥과 생활 먼지들을 깔끔하게 살균 청소한다. 거실, 주방, 화장실 등 바닥 재질에 따라 스위치를 돌려 스팀의 세기를 조절하는 스마트 셀렉트 기능이 탑재돼 있어 목재, 타일, 대리석에 따라 스팀 세기를 조절해 맞닿는 소재의 손상을 최소화했다. 바닥뿐 아니라 손에 잡히는 물건들의 위생도 중요하다. 특히 아이가 있는 가정의 경우에는 더욱 주의를 요한다. 필립스 'UV-C 가정용 살균기'는 칫솔과 면도기부터 장난감, 젖병 등 가정에서 사용하는 모든 제품을 살균 건조해 안전하게 사용할 수 있도록 돕는다. 이 제품은 바이러스, 박테리아, 곰팡이균 등 유해균을 99.99% 비활성화시킨다. 효과적인 살균을 위해 반사율이 높은 슈퍼미러 스테인리스 재질을 사용했으며, 살균뿐만 아니라 건조 기능까지 갖추고 있어 물건 표면에 남아 있는 습기까지 제거가 가능하다. 장마철 가장 찝찝한 부분은 외출하고 나서 집에 도착했을 때의 신발 상태다. 빗물에 젖어 축축한 신발을 말려도 빠르게 마르지 않는다. 마르지 않은 상태로 다시 신발을 신게 되면, 피부 염증이나 무좀 등을 유발할 가능성이 있다. 삼성 '비스포크 슈드레서'는 이러한 걱정을 말끔히 날릴 수 있는 신개념 신발 관리기다. 비스포크 슈드레서엔 신발 안의 습기를 낮춰 주는 '저온 섬세 건조 히트펌프' 기술이 적용돼 있다. 또 국내 가전 최초로 '제논 UVC 램프'가 적용돼 각종 바이러스와 유해 세균을 효과적으로 제거해 준다. 이를 통해 신발 외부에 묻은 인플루엔자, 아데노, 헤르페스, 엔테로 등의 바이러스와 황색포도상구균, 대장균, 폐렴간균 등 유해 세균을 99.9% 제거할 수 있다. 또한, 드레스룸뿐만 아니라 거실, 현관 등 집안 어디에 두어도 조화로운 인테리어를 연출할 수 있는 것이 특징이다.전혜인기자 hye@dt.co.kr Copyright © 디지털타임스. 무단전재 및 재배포 금지. "
216,2022. 7. 1. 00:10," 대전환의 강원특별자치도시대 원주지역 당선인 초청 정책 간담회삼성 반도체 공장 유치 사람 중요인력 양성·공급 클러스터 조성'원소주' 생산공장 원주 구축 땐원주 넘어 강원도 생산 쌀 소비원주∼만종 철도 등 교통망 개선도의원 각 상임위 예산확보 총력젊은 층 유출 막을 시스템 시급강원감영 등 문화 보전 노력을 ▲ 대전환의 강원특별자치도시대 원주지역 당선인 초청 정책간담회가 지난 29일 호텔인터불고원주에서 김중석 강원도민일보 회장, 김진태 도지사, 박동수 원주시번영회장, 원강수 원주시장, 원주지역 당선인 등이 참석한 열렸다. 김정호 “시정에 대한 감시와 견제도 중요하지만 소통과 화합으로 슬기롭고 아름다운 의정을 만들어 원주 발전에 기여하겠다.” 권혜민 Copyright © 강원도민일보. 무단전재 및 재배포 금지. "
112,2022. 7. 1. 00:11," 도지사직 인수위 주요공약 점검""정부 협의불가·유사시책 등 이유무상교육 대상자 한정 적용 선회"" ▲ 30일 도청2청사에서 열린 강원도지사직 인수위원회인 새로운강원도준비위원회(위원장 김기선) 마지막 회의에서 김진태 도지사가 김기선 인수위원장에게 악수를 하며 감사를 표하고 있다. 서영 민선 8기 도정 출범을 앞두고 수당·현금 지급성 공약이행에 따른 재정부담 가중 우려(6월 22일자 2면)등이 제기되면서 ‘건강100세 바우처 지급’ 등 8개 공약은 폐기·제외로 사실상 가닥이 잡혔다. 김진태 도지사의 전체 공약(142건) 중 5.63%(8건)가 빠지게 된다. 도지사직 인수위가 김 지사의 공약 과제를 점검한 결과, 건강 100세 바우처 지급을 비롯해 △예비 엄마 수당 지급 △어업인 수당 확대 등 8개 공약을 폐기·제외했다고 30일 밝혔다. 건강 100세 바우처는 2122억원, 예비 엄마수당은 223억원, 어업인 수당 대상 확대는 30억원 가량이 소요될 것으로 추산된 가운데 인수위는 “정부와의 협의 불가, 정부 유사 시책 시행 등을 이유로 폐기·제외한다”고 했다. 이와 관련, 김 지사는 이날 참석한 대한노인회 도연합회 임원 간담회에서 “바우처 사업이 시행되면 보건복지부의 노인기본연금 공제 대상이 돼 골치아픈 상황이 됐다”며 “마지막까지 정부와 조율되지 않으면 철회할 수밖에 없다”고 했다. 교육분야 대표 공약인 ‘대학까지 무상교육’ 공약은 방향성이 수정됐다. 대상자를 ‘5구간 중위소득 100% 이하·도내 대학 신입·재학생으로 한정해 지급’하는 안이다. 김 지사는 “필요한 재원 등을 검토해보니 방향 수정이 필요해 보였다”고 했다. 당초안에 따른 소요예산 추산치는 18개 시군 전역 시행시 기준, 1280억원(대상자 1만3366명)으로 추산됐다. 그러나 수정안인 소득분위 등 대상자 한정을 적용할 경우엔 30억원(2000여 명) 규모로 줄었다. 또, 국립현대미술관 분원 공약은 “정부시책이 불투명하다”는 이유로 제외했다. 인수위는 이날 민선 8기 도정의 5대 목표와 10대 전략과제를 발표한 가운데 이를 관통하는 의제 역시 ‘강원특별자치도’였다. 올해 말까지 규제특례 등을 발굴해 내년 초까지 개정안을 발의하겠다는 방향이다. 업무 과다·중복이 지적된 경제 관련 도본청 조직과 산하기관은 전면 개편된다. 경제진흥국, 첨단산업국, 일자리국, 글로벌투자통상국과 도경제진흥원, 도일자리재단이다. 한편 조기추진 공약은 특별자치도를 중심으로 한 규제 프리와 도청 제2청사 승격 등 19건이 분류됐다. 내년 1월 시행 공약은 육아기본수당 10세까지 지급 등 34건, 중장기 시행 공약은 삼성전자 반도체 공장 등 대기업 유치와 한국은행 등 공공기관 유치, 오색케이블카 설치 등 81건이다. 김진형·정승환 Copyright © 강원도민일보. 무단전재 및 재배포 금지. "
211,2022. 7. 1. 00:12," ""규제완화 기업친화적 생태계 조성 기업 유치 우선""""반도체 공장 유치 반드시 성공 '완전체 도지사' 되시길"" ▲ 김진태 도지사와 최양희 한림대 총장이 지난 28일 특별대담을 위해 만났다. 송정록 편집국장 △춘천출신 △성수고, 서울대 법대 졸업 △사법고시 28회 합격(사법연수원 18기 수료) △춘천지검 원주지청장 △19대·20대 국회의원 역임 반도체 삼성만 있는 것 아니라 시험장비 집적된 시설 조성시 중소기업도 불러올 수 있어 영동지역 주민 소외감 커 동해·삼척 SOC 확충 급선무 삼척 원전 주민 의사 최우선 “반도체 학과를 만들고 증설하고 이런 문제가 수도권에서도 담론이 굉장히 시끄러운데, 이 방법도 가능하지만 다른 방법이 두 가지 있다. 장관 재임 당시 반도체보다 훨씬 인력난이 심각했던 것이 소프트웨어였다. 그래서 2015년에 소프트웨어 중심 대학이라는 제도를 도입해 실천해왔다. 올해로 7년이 됐는데 전국에 41개 대학이 지정됐고, 2015년 1년에 1000명도 안되던 배출 인력이 지금은 8000여 명이 됐다. 융합분야까지 합치면 1만 여명이 나오고 있다. 어마어마하게 성공을 했다. 그런데 이게 잘되긴 했으나 입학부터 졸업, 취업까지 7~8년이 걸리다 보니 당장, 인력이 나오지는 않는다. 그래서 기업들이 직접 캠퍼스 만들어서 인력을 뽑고, 교육을 시켰다. 이렇게 하면 빠른건 6개월, 긴 교육은 2년 정도가 걸리는데 이런 방식으로 하면 1년에 몇천 명씩 인력이 금방금방 보충될 수 있다. △강릉 출신 △경기고, 서울대 전자공학과 졸업 △카이스트 전자공학 석사, 프랑스 국립정보통신대(ENST) 전산학 박사 △서울대 AI위원회 위원장, 삼성미래기술육성재단 이사장, 미래창조과학부 장관 역임 강원도 반도체 교육원 조성 신속한 인력양성 공급을 학교·문화시설 등 구축 뒤 기업 유치해야 사람 모여 강원특별자치도 성공 열쇠 18개 시·군 이해관계 조율 “도지사께서 좋은 일자리를 많이 만들어야 한다. 좋은 일자리는 좋은 기업들이 만드는 것이다. 가장 중요한 것은 인력 확보의 용이성인데 대기업-중소기업을 위한 인력 대책을 따로 세워야하고 지역 대학의 역량 강화, 교육의 질을 높여야하는 것도 뒷받침 돼야한다. ‘반도체 교육원’이라는 중앙시설 조성 방안을 제안한다. 꼭, ‘완전체 도지사’가 되시라.(웃음)” 정리/정승환 Copyright © 강원도민일보. 무단전재 및 재배포 금지. "
30,2022. 7. 1. 01:05," 삼성전자가 지난해 전 세계에서 납부한세금이 지난해보다 3조원 이상 늘어난 것으로 나타났다. 30일 삼성전자가 발간한 ‘2022년 지속가능경영보고서’에 따르면 지난해 삼성전자가 우리 정부와 다른 나라 정부에 납부한 조세공과금은 14조8000억원으로, 전년(11조1000억원)보다 33.3％ 증가했다. 조세공과금 비중을 지역별로 보면 한국이 80％로, 지난해 약 11조8000억원을 국내에 세금으로 납부한 셈이다. 이어 미주·유럽이 10％, 아시아 8％, 기타 2％ 등이다. 삼성전자의 국내 조세공과금 납부 비중은 2019년 69%, 2020년 73%, 지난해 80%로 꾸준히 늘어나고 있다. 지난해 지역별 매출은 미주 매출이 97조9000억원(35%)으로 가장 많았고, 유럽 매출이 50조3000억원(18%)으로 그 뒤를 이었다. 이어 중국 45조6000억원(16%), 한국 44조원(16%), 중국 외 아시아 및 아프리카 41조8000억원(15%) 등의 순이었다. 지난해 삼성전자 국내외 임직원은 26만6673명으로, 전년(26만7937명)보다 소폭 줄었다. 국내에서는 임직원이 10만6330명에서 11만1126명으로 약 5000명 늘었으나, 해외 임직원 수가 16만1607명에서 15만5547명으로 감소했다. 재생에너지 사용량도 대폭 늘었다. 지난해 삼성전자의 재생에너지 사용량은 전년보다 31% 증가한 5278GWh(기가와트시) 수준으로 집계됐다. 삼성전자는 2020년 미국과 유럽, 중국 지역 내 사업장의 사용 전력을 100% 재생에너지로 전환한 데 이어 중남미, 서남아 지역 사업장에서도 2025년까지 재생에너지전환을 완료하겠다고 보고서에서 밝혔다. 삼성전자 대표이사 한종희 부회장은 보고서에서 “현재 전 세계는 격변 속에 정치·경제·사회가 매우 불안한 상황으로, 지속가능한 미래에 대해 회의적 시각이 일부 제기되고 있다” 며 “그러나 삼성전자는 지속가능한 환경과 사회를 위해 기여하고,더 나은 미래를 향한 길을 꾸준히 만들어 나가겠다”고 말했다. 김기환 기자 kkh@segye.com Copyright © 세계일보. 무단전재 및 재배포 금지. "
